Friday,28,November,2025,12:20:49:00009-VCID:9DA46055AA8F3D19E2-7F06,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
855 412 107 AD-7F06,,MARELLI 1AVP MPSF  DG23,

,Group A:,'001,,,,Group B:,'002,,,,Group C:,'003
,,RPM,Temperature,Voltage,Bin. Bits,,RPM,Time,Battery Volts,Temperature,,RPM,Load,T.B. Angle,(no units)
,345.47,928,39.0,0.76,00001000,345.70,928,2.04,13.5,82.0,345.24,928,17.7,0.4,27.0
,346.18,896,39.0,0.77,00001000,346.40,960,2.04,13.5,82.0,345.94,896,17.7,0.0,24.0
,346.86,928,39.0,0.77,00001000,347.10,928,2.04,13.6,82.0,346.62,928,18.5,0.0,22.0
,347.56,960,39.0,0.77,00001000,347.80,960,2.04,13.6,82.0,347.33,896,18.5,0.0,25.0
,348.26,928,39.0,0.77,00001000,348.50,928,2.04,13.6,82.0,348.04,928,17.7,0.4,25.0
,348.98,896,39.0,0.77,00001000,349.20,960,2.04,13.5,82.0,348.74,896,17.3,0.4,25.0
,349.66,928,39.0,0.77,00001000,349.90,928,2.04,13.6,82.0,349.42,928,18.9,0.4,25.0
,350.34,960,39.0,0.77,00001000,350.58,928,2.04,13.5,84.0,350.12,896,18.5,0.0,25.0
,351.04,928,39.0,0.77,00001000,351.29,896,2.04,13.6,84.0,350.82,928,18.5,0.0,25.0
,351.75,960,39.0,0.77,00001000,351.97,928,2.04,13.4,84.0,351.52,896,18.9,0.0,25.0
,352.45,928,39.0,0.77,00001000,352.67,896,2.04,13.5,84.0,352.21,928,17.3,0.4,25.0
,353.13,960,39.0,0.77,00001000,353.36,896,2.04,13.5,84.0,352.89,960,17.3,0.0,23.0
,353.83,896,39.0,0.77,00001000,354.06,896,2.04,13.5,84.0,353.60,928,17.7,0.4,25.0
,354.53,928,39.0,0.77,00001000,354.75,928,2.04,13.5,84.0,354.30,960,17.3,0.4,25.0
,355.23,928,39.0,0.77,00001000,355.45,896,2.04,13.5,84.0,354.98,928,18.5,0.4,25.0
,355.91,928,39.0,0.77,00001000,356.15,928,2.04,13.6,84.0,355.67,928,17.7,0.4,25.0
,356.59,896,39.0,0.77,00001000,356.83,960,2.04,13.6,84.0,356.37,928,17.3,0.4,25.0
,357.30,928,39.0,0.77,00001000,357.53,928,2.04,13.6,84.0,357.06,960,17.3,0.0,25.0
,358.00,896,39.0,0.77,00001000,358.24,896,2.04,13.5,84.0,357.77,928,17.3,0.0,25.0
,358.69,928,39.0,0.77,00001000,358.92,928,2.04,13.6,84.0,358.46,960,17.7,0.4,25.0
,359.40,896,39.0,0.77,00001000,359.62,960,2.04,13.6,84.0,359.16,928,18.5,0.4,25.0
,360.10,928,39.0,0.77,00001000,360.33,928,2.04,13.5,84.0,359.86,960,18.5,0.4,25.0
,360.80,896,39.0,0.77,00001000,361.03,896,2.04,13.5,84.0,360.56,928,18.9,0.4,25.0
,361.49,928,39.0,0.77,00001000,361.71,928,2.04,13.5,84.0,361.27,960,18.5,0.0,25.0
,362.18,896,39.0,0.77,00001000,362.41,960,2.04,13.5,84.0,361.94,896,18.9,0.0,25.0
,362.86,928,39.0,0.77,00001000,363.10,928,2.04,13.6,84.0,362.64,928,18.5,0.4,25.0
,363.56,960,39.0,0.77,00001000,363.78,928,2.04,13.6,84.0,363.34,896,17.3,0.0,25.0
,364.26,928,39.0,0.77,00001000,364.48,896,2.04,13.5,84.0,364.02,928,18.5,0.0,25.0
,364.94,960,39.0,0.77,00001000,365.18,928,2.04,13.6,84.0,364.70,960,17.3,0.4,25.0
,365.63,896,39.0,0.77,00001000,365.86,896,2.04,13.5,84.0,365.40,928,17.7,0.4,25.0
,366.33,960,39.0,0.77,00001000,366.56,928,2.04,13.6,84.0,366.10,960,17.3,0.4,25.0
,367.04,928,39.0,0.77,00001000,367.26,896,2.04,13.5,85.0,366.80,928,17.3,0.4,21.0
,367.71,928,39.0,0.77,00001000,367.94,928,2.04,13.6,85.0,367.48,960,18.5,0.0,25.0
,368.40,896,39.0,0.77,00001000,368.64,960,2.04,13.5,85.0,368.18,928,18.9,0.0,25.0
,369.12,928,39.0,0.77,00001000,369.35,928,2.04,13.5,85.0,368.88,960,18.5,0.0,25.0
,369.80,896,39.0,0.77,00001000,370.04,960,2.04,13.6,85.0,369.57,928,17.3,0.4,25.0
,370.50,928,39.0,0.77,00001000,370.73,928,2.04,13.5,85.0,370.27,960,18.5,0.4,25.0
,371.18,960,39.0,0.77,00001000,371.40,928,2.04,13.5,85.0,370.96,896,17.3,0.0,25.0
,371.86,928,39.0,0.77,00001000,372.10,896,2.04,13.5,85.0,371.63,928,16.9,0.4,21.0
,372.54,928,39.0,0.77,00001000,372.78,928,2.04,13.6,85.0,372.32,928,16.9,0.4,21.0
,373.24,896,39.0,0.77,00001000,373.47,960,2.04,13.5,85.0,373.03,928,17.3,0.0,25.0
,373.94,928,39.0,0.77,00001000,374.17,928,2.04,13.6,85.0,373.70,960,18.5,0.4,25.0
,374.63,896,39.0,0.77,00001000,374.87,928,2.04,13.5,85.0,374.39,896,16.5,0.0,19.0
,375.31,928,39.0,0.78,00001000,375.55,896,2.04,13.6,85.0,375.09,928,18.5,0.0,24.0
,376.02,960,39.0,0.77,00001000,376.25,960,2.04,13.6,85.0,375.79,896,18.9,0.4,24.0
,376.72,928,39.0,0.77,00001000,376.96,928,2.04,13.5,85.0,376.49,928,18.5,0.0,24.0
,377.42,960,39.0,0.77,00001000,377.66,960,2.04,13.5,85.0,377.20,896,17.3,0.0,24.0
,378.13,928,39.0,0.77,00001000,378.36,928,2.04,13.6,85.0,377.89,928,17.3,0.0,24.0
,378.83,896,39.0,0.77,00001000,379.06,960,2.04,13.5,85.0,378.59,896,17.3,0.4,24.0
,379.53,928,39.0,0.77,00001000,379.76,928,2.04,13.6,85.0,379.31,960,18.5,0.0,24.0
,380.24,896,39.0,0.77,00001000,380.46,928,2.04,13.5,85.0,380.00,928,18.5,0.0,24.0
,380.92,928,39.0,0.77,00001000,381.16,928,2.04,13.5,85.0,380.69,928,17.7,0.0,24.0
,381.62,896,39.0,0.77,00001000,381.86,960,2.04,13.5,85.0,381.40,928,17.3,0.4,24.0
,382.34,928,39.0,0.77,00001000,382.56,928,2.04,13.5,85.0,382.10,960,18.5,0.0,24.0
,383.03,896,39.0,0.77,00001000,383.26,960,2.04,13.5,85.0,382.78,896,17.3,0.0,24.0
,383.70,928,39.0,0.77,00001000,383.94,928,2.04,13.6,85.0,383.48,928,17.3,0.0,24.0
,384.40,960,39.0,0.77,00001000,384.62,928,2.04,13.6,85.0,384.18,896,17.3,0.4,24.0
,385.10,928,39.0,0.77,00001000,385.34,928,2.04,13.5,85.0,384.86,928,18.5,0.0,24.0
,385.78,960,39.0,0.77,00001000,386.02,928,2.04,13.4,85.0,385.56,896,18.5,0.4,24.0
,386.48,928,39.0,0.77,00001000,386.71,896,2.04,13.6,86.0,386.26,928,18.5,0.4,24.0
,387.19,960,39.0,0.77,00001000,387.43,960,2.04,13.5,86.0,386.95,896,18.5,0.0,24.0
,387.87,928,39.0,0.77,00001000,388.11,896,2.04,13.5,86.0,387.65,928,17.3,0.0,24.0
,388.58,960,39.0,0.77,00001000,388.81,928,2.04,13.6,86.0,388.35,896,18.5,0.4,24.0
,389.29,928,39.0,0.77,00001000,389.52,928,2.04,13.6,86.0,389.05,928,17.3,0.4,24.0
,389.97,960,39.0,0.77,00001000,390.20,928,2.04,13.5,86.0,389.74,896,17.3,0.0,24.0
,390.68,928,39.0,0.77,00001000,390.90,896,2.04,13.7,86.0,390.44,928,17.3,0.4,24.0
,391.36,960,39.0,0.77,00001000,391.60,928,2.04,13.5,86.0,391.13,960,17.3,0.4,24.0
,392.04,896,39.0,0.77,00001000,392.29,896,2.04,13.5,86.0,391.82,928,17.3,0.4,24.0
,392.74,928,39.0,0.77,00001000,392.97,928,2.04,13.6,86.0,392.52,960,17.7,0.4,24.0
,393.44,896,40.0,0.77,00001000,393.67,960,2.04,13.5,86.0,393.21,928,18.5,0.4,24.0
,394.15,928,40.0,0.77,00001000,394.37,928,2.04,13.5,86.0,393.91,960,18.5,0.4,24.0
,394.83,896,40.0,0.77,00001000,395.07,960,2.04,13.5,86.0,394.60,896,17.3,0.4,24.0
,395.53,928,40.0,0.77,00001000,395.75,928,2.04,13.5,86.0,395.30,960,18.5,0.4,24.0
,396.23,896,40.0,0.77,00001000,396.45,960,2.04,13.6,86.0,395.99,896,17.3,0.4,24.0
,396.91,928,40.0,0.77,00001000,397.15,928,2.04,13.6,86.0,396.67,928,18.5,0.0,24.0
,397.59,960,40.0,0.77,00001000,397.83,928,2.04,13.6,86.0,397.37,896,18.5,0.4,24.0
,398.31,928,40.0,0.77,00001000,398.53,896,2.04,13.5,86.0,398.07,928,18.5,0.4,24.0
,399.01,960,40.0,0.77,00001000,399.24,960,2.04,13.5,86.0,398.77,896,18.5,0.4,24.0
,399.71,928,40.0,0.77,00001000,399.93,896,2.04,13.5,86.0,399.47,928,18.5,0.0,24.0
,400.39,960,40.0,0.77,00001000,400.63,960,2.04,13.5,86.0,400.15,896,17.3,0.4,24.0
,401.09,928,40.0,0.77,00001000,401.31,896,2.04,13.4,86.0,400.87,928,18.5,0.4,24.0
,401.78,960,40.0,0.77,00001000,402.03,960,2.04,13.6,86.0,401.55,960,17.3,0.0,24.0
,402.49,928,40.0,0.77,00001000,402.73,928,2.04,13.6,87.0,402.25,928,17.3,0.4,24.0
,403.18,960,40.0,0.77,00001000,403.43,960,2.04,13.5,87.0,402.95,896,17.3,0.4,24.0
,403.90,928,40.0,0.77,00001000,404.12,928,2.04,13.6,87.0,403.66,928,18.5,0.4,24.0
,404.58,960,40.0,0.77,00001000,404.82,960,2.04,13.5,87.0,404.34,896,17.3,0.4,24.0
,405.28,928,40.0,0.77,00001000,405.51,928,2.04,13.5,87.0,405.06,928,17.3,0.0,24.0
,405.98,960,40.0,0.77,00001000,406.20,928,2.04,13.5,87.0,405.76,896,17.3,0.0,24.0
,406.68,928,40.0,0.77,00001000,406.90,896,2.04,13.6,87.0,406.44,928,18.5,0.0,24.0
,407.38,960,40.0,0.77,00001000,407.62,960,2.04,13.6,87.0,407.14,896,18.5,0.0,24.0
,408.08,928,40.0,0.77,00001000,408.32,928,2.04,13.6,87.0,407.84,928,18.5,0.0,24.0
,408.78,896,40.0,0.77,00001000,409.02,960,2.04,13.5,87.0,408.56,896,17.3,0.0,24.0
,409.49,928,40.0,0.77,00001000,409.73,928,2.04,13.6,87.0,409.25,928,17.7,0.0,24.0
,410.19,896,40.0,0.77,00001000,410.43,960,2.04,13.4,87.0,409.96,928,18.5,0.4,24.0
,410.88,928,40.0,0.77,00001000,411.11,928,2.04,13.5,87.0,410.66,960,18.5,0.4,24.0
,411.59,896,40.0,0.77,00001000,411.82,960,2.04,13.5,87.0,411.34,896,17.3,0.4,24.0
,412.28,928,40.0,0.77,00001000,412.52,928,2.04,13.5,87.0,412.04,928,17.3,0.0,24.0
,412.98,896,40.0,0.77,00001000,413.22,960,2.04,13.4,87.0,412.76,928,18.9,0.4,24.0
,413.69,960,40.0,0.78,00001000,413.92,928,2.04,13.5,87.0,413.46,960,18.1,0.4,19.0
,414.39,896,40.0,0.78,00001000,414.63,896,2.04,13.5,87.0,414.16,928,18.5,0.0,24.0
,415.09,928,40.0,0.77,00001000,415.33,928,2.04,13.6,87.0,414.87,960,17.3,0.4,24.0
,415.80,928,40.0,0.78,00001000,416.04,896,2.04,13.6,87.0,415.56,928,17.3,0.4,24.0
,416.49,928,40.0,0.77,00001000,416.73,928,2.04,13.5,87.0,416.26,960,18.5,0.4,24.0
,417.18,896,40.0,0.78,00001000,417.40,960,2.04,13.6,87.0,416.96,928,17.3,0.4,24.0
,417.86,928,40.0,0.77,00001000,418.10,928,2.04,13.6,87.0,417.62,928,17.7,0.0,24.0
,418.54,960,40.0,0.77,00001000,418.79,960,2.04,13.5,87.0,418.32,896,17.3,0.4,24.0
,419.24,928,40.0,0.78,00001000,419.47,896,2.04,13.5,87.0,419.02,928,17.7,0.0,24.0
,419.93,960,40.0,0.77,00001000,420.15,928,2.04,13.5,87.0,419.71,896,18.5,0.4,24.0
,420.63,928,40.0,0.77,00001000,420.87,896,2.04,13.6,87.0,420.39,928,17.3,0.4,24.0
,421.33,960,40.0,0.77,00001000,421.57,960,2.04,13.5,87.0,421.09,896,17.3,0.4,24.0
,422.03,928,40.0,0.77,00001000,422.26,896,2.04,13.4,87.0,421.80,928,18.5,0.4,24.0
,422.74,896,40.0,0.77,00001000,422.96,960,2.04,13.6,87.0,422.51,896,17.3,0.4,24.0
,423.43,928,40.0,0.78,00001000,423.65,896,2.04,13.5,87.0,423.19,928,18.5,0.4,24.0
,424.11,960,40.0,0.77,00001000,424.35,928,2.04,13.5,87.0,423.87,960,17.3,0.4,24.0
,424.81,928,40.0,0.77,00001000,425.03,896,2.04,13.4,87.0,424.59,928,18.5,0.0,24.0
,425.50,960,40.0,0.77,00001000,425.74,928,2.04,13.6,87.0,425.27,960,17.3,0.4,24.0
,426.21,928,40.0,0.78,00001000,426.45,896,2.04,13.5,87.0,425.97,928,17.3,0.4,24.0
,426.89,960,40.0,0.78,00001000,427.13,928,2.04,13.5,87.0,426.67,896,17.3,0.4,24.0
,427.59,896,40.0,0.78,00001000,427.81,896,2.04,13.5,87.0,427.37,928,18.1,0.0,18.0
,428.29,928,41.0,0.78,00001000,428.51,928,2.04,13.5,87.0,428.05,960,18.5,0.4,22.0
,428.99,896,40.0,0.78,00001000,429.22,896,2.04,13.5,87.0,428.75,928,18.5,0.4,22.0
,429.69,928,40.0,0.78,00001000,429.92,928,2.04,13.5,87.0,429.46,960,18.5,0.0,22.0
,430.40,896,41.0,0.78,00001000,430.62,960,2.04,13.5,87.0,430.16,928,18.5,0.0,22.0
,431.08,928,41.0,0.78,00001000,431.32,928,2.04,13.6,88.0,430.84,960,17.3,0.0,22.0
,431.78,896,41.0,0.78,00001000,432.02,896,2.04,13.6,88.0,431.54,928,16.9,0.4,22.0
,432.47,928,41.0,0.78,00001000,432.70,928,2.04,13.5,88.0,432.24,960,17.3,0.0,22.0
,433.17,896,41.0,0.78,00001000,433.39,928,2.04,13.6,88.0,432.95,928,17.3,0.4,22.0
,433.87,928,41.0,0.78,00001000,434.09,896,2.04,13.5,88.0,433.62,928,18.5,0.0,22.0
,434.55,960,41.0,0.78,00001000,434.78,928,2.04,13.5,88.0,434.31,960,17.3,0.0,22.0
,435.25,928,41.0,0.78,00001000,435.48,896,2.04,13.5,88.0,435.02,928,18.5,0.4,22.0
,435.96,960,41.0,0.78,00001000,436.18,928,2.04,13.5,88.0,435.72,896,18.5,0.0,22.0
,436.64,928,41.0,0.78,00001000,436.88,896,2.04,13.5,88.0,436.41,928,17.3,0.0,22.0
,437.33,928,41.0,0.78,00001000,437.57,928,2.04,13.5,88.0,437.10,960,18.5,0.0,22.0
,438.04,896,41.0,0.78,00001000,438.26,896,2.04,13.5,88.0,437.80,928,18.5,0.4,22.0
,438.74,928,41.0,0.78,00001000,438.97,928,2.04,13.6,88.0,438.50,960,18.5,0.4,22.0
,439.43,896,41.0,0.78,00001000,439.65,960,2.04,13.5,88.0,439.21,928,16.9,0.4,22.0
,440.13,928,41.0,0.78,00001000,440.36,928,2.04,13.6,88.0,439.89,960,18.5,0.4,22.0
,440.84,896,41.0,0.78,00001000,441.06,960,2.04,13.5,88.0,440.60,928,18.5,0.4,22.0
,441.53,928,41.0,0.78,00001000,441.77,928,2.04,13.5,88.0,441.30,960,18.5,0.4,22.0
,442.23,896,41.0,0.78,00001000,442.45,960,2.04,13.5,88.0,442.01,928,18.5,0.4,22.0
,442.93,928,41.0,0.78,00001000,443.16,928,2.04,13.5,88.0,442.69,960,17.3,0.0,22.0
,443.62,896,41.0,0.78,00001000,443.84,960,2.04,13.6,88.0,443.40,928,18.5,0.4,22.0
,444.32,928,41.0,0.78,00001000,444.56,928,2.04,13.5,88.0,444.08,928,17.3,0.0,22.0
,445.02,896,41.0,0.78,00001000,445.25,960,2.04,13.6,88.0,444.78,896,16.9,0.0,22.0
,445.71,928,41.0,0.78,00001000,445.93,896,2.04,13.6,88.0,445.49,960,17.3,0.4,22.0
,446.39,928,41.0,0.78,00001000,446.63,928,2.04,13.5,88.0,446.15,960,17.3,0.4,22.0
,447.09,928,41.0,0.78,00001000,447.33,896,2.04,13.6,88.0,446.86,928,17.3,0.0,22.0
,447.80,960,41.0,0.78,00001000,448.03,928,2.04,13.5,88.0,447.57,896,18.5,0.4,22.0
,448.49,928,41.0,0.78,00001000,448.73,896,2.04,13.5,88.0,448.25,928,17.3,0.0,22.0
,449.17,928,41.0,0.78,00001000,449.41,928,2.04,13.5,88.0,448.95,960,18.5,0.0,22.0
,449.87,896,41.0,0.78,00001000,450.09,960,2.04,13.5,88.0,449.65,928,18.5,0.0,22.0
,450.57,928,41.0,0.78,00001000,450.79,928,2.04,13.6,88.0,450.33,960,17.3,0.0,22.0
,451.25,960,41.0,0.78,00001000,451.49,960,2.04,13.6,88.0,451.01,896,18.5,0.4,22.0
,451.95,928,41.0,0.78,00001000,452.17,896,2.04,13.6,88.0,451.72,928,17.3,0.4,22.0
,452.65,960,41.0,0.78,00001000,452.88,960,2.04,13.5,88.0,452.41,896,18.5,0.0,22.0
,453.34,928,41.0,0.78,00001000,453.58,928,2.04,13.5,88.0,453.11,928,17.3,0.4,22.0
,454.04,960,41.0,0.78,00001000,454.28,960,2.04,13.4,88.0,453.81,896,18.5,0.4,22.0
,454.74,928,41.0,0.78,00001000,454.96,896,2.04,13.6,88.0,454.52,928,17.3,0.0,22.0
,455.42,960,41.0,0.78,00001000,455.66,928,2.04,13.6,88.0,455.19,960,16.9,0.0,22.0
,456.14,928,41.0,0.78,00001000,456.38,928,2.04,13.5,89.0,455.90,928,17.3,0.0,22.0
,456.85,896,41.0,0.78,00001000,457.07,960,2.04,13.6,89.0,456.61,896,18.5,0.4,22.0
,457.54,928,41.0,0.78,00001000,457.76,896,2.04,13.6,89.0,457.30,928,18.5,0.0,22.0
,458.24,960,41.0,0.78,00001000,458.48,960,2.04,13.4,89.0,458.00,896,17.3,0.4,22.0
,458.93,928,41.0,0.78,00001000,459.17,896,2.04,13.6,89.0,458.71,928,18.5,0.0,22.0
,459.65,928,41.0,0.78,00001000,459.87,928,2.04,13.5,89.0,459.41,896,18.5,0.0,22.0
,460.33,928,41.0,0.78,00001000,460.57,896,2.04,13.5,89.0,460.10,928,17.3,0.0,22.0
,461.03,960,41.0,0.78,00001000,461.25,928,2.04,13.6,89.0,460.80,896,17.3,0.4,22.0
,461.73,928,41.0,0.78,00001000,461.95,896,2.04,13.5,89.0,461.49,928,17.3,0.4,22.0
,462.41,928,41.0,0.78,00001000,462.65,928,2.04,13.6,89.0,462.17,960,18.5,0.4,22.0
,463.11,896,41.0,0.78,00001000,463.35,896,2.04,13.5,89.0,462.87,928,18.5,0.4,22.0
,463.81,928,41.0,0.78,00001000,464.05,928,2.04,13.5,89.0,463.59,960,18.5,0.4,22.0
,464.52,896,41.0,0.78,00001000,464.74,960,2.04,13.6,89.0,464.28,928,18.5,0.4,22.0
,465.21,928,41.0,0.78,00001000,465.44,928,2.04,13.5,89.0,464.97,928,17.3,0.0,22.0
,465.90,896,41.0,0.78,00001000,466.13,960,2.04,13.6,89.0,465.67,896,17.3,0.0,22.0
,466.59,928,41.0,0.78,00001000,466.81,896,2.04,13.6,89.0,466.37,960,17.3,0.4,22.0
,467.29,960,41.0,0.78,00001000,467.51,928,2.04,13.6,89.0,467.05,896,18.5,0.4,22.0
,467.97,928,41.0,0.78,00001000,468.21,896,2.04,13.6,89.0,467.74,928,17.3,0.4,22.0
,468.66,960,41.0,0.78,00001000,468.90,928,2.04,13.6,89.0,468.43,960,17.3,0.4,22.0
,469.37,928,42.0,0.78,00001000,469.59,896,2.04,13.4,89.0,469.13,928,17.3,0.4,22.0
,470.07,960,41.0,0.78,00001000,470.29,928,2.04,13.6,89.0,469.83,960,17.3,0.4,22.0
,470.75,896,42.0,0.78,00001000,470.99,896,2.04,13.5,89.0,470.51,928,18.5,0.0,22.0
,471.47,960,42.0,0.78,00001000,471.70,928,2.04,13.5,89.0,471.23,960,18.5,0.4,22.0
,472.18,928,42.0,0.78,00001000,472.41,896,2.04,13.6,89.0,471.93,928,17.3,0.0,22.0
,472.87,960,42.0,0.78,00001000,473.11,928,2.04,13.5,89.0,472.65,896,18.5,0.4,22.0
,473.58,928,42.0,0.78,00001000,473.81,896,2.04,13.6,89.0,473.35,928,18.5,0.0,22.0
,474.28,960,42.0,0.78,00001000,474.52,960,2.04,13.6,89.0,474.04,896,18.5,0.0,22.0
,474.98,928,42.0,0.78,00001000,475.22,928,2.04,13.4,89.0,474.76,928,17.3,0.4,22.0
,475.69,960,42.0,0.78,00001000,475.92,960,2.04,13.5,89.0,475.46,896,18.5,0.0,22.0
,476.39,928,42.0,0.78,00001000,476.63,928,2.04,13.6,89.0,476.16,928,18.5,0.4,22.0
,477.09,960,42.0,0.78,00001000,477.33,960,2.04,13.6,89.0,476.87,896,17.3,0.4,22.0
,477.80,928,42.0,0.78,00001000,478.02,928,2.04,13.6,89.0,477.57,928,17.3,0.4,22.0
,478.49,960,42.0,0.78,00001000,478.72,960,2.04,13.5,89.0,478.25,896,18.5,0.4,22.0
,479.19,928,42.0,0.78,00001000,479.43,928,2.04,13.6,89.0,478.96,928,17.3,0.0,22.0
,479.88,960,42.0,0.78,00001000,480.11,928,2.04,13.5,89.0,479.66,896,18.5,0.4,22.0
,480.57,928,42.0,0.78,00001000,480.79,896,2.04,13.5,89.0,480.35,928,18.5,0.4,22.0
,481.27,960,42.0,0.78,00001000,481.50,928,2.04,13.6,89.0,481.03,960,17.3,0.0,22.0
,481.97,928,42.0,0.78,00001000,482.21,896,2.04,13.5,91.0,481.73,928,17.3,0.4,24.0
,482.67,960,42.0,0.78,00001000,482.91,960,2.04,13.5,89.0,482.44,896,18.9,0.4,24.0
,483.37,928,42.0,0.78,00001000,483.59,896,2.04,13.4,91.0,483.15,928,17.7,0.0,24.0
,484.07,960,42.0,0.78,00001000,484.29,928,2.04,13.5,91.0,483.83,896,18.9,0.4,24.0
,484.75,928,42.0,0.78,00001000,484.99,928,2.04,13.6,91.0,484.52,928,17.3,0.0,24.0
,485.44,960,42.0,0.78,00001000,485.68,928,2.04,13.5,91.0,485.21,896,17.3,0.4,24.0
,486.14,928,42.0,0.78,00001000,486.38,896,2.04,13.5,91.0,485.91,928,18.9,0.4,24.0
,486.85,960,42.0,0.78,00001000,487.07,960,2.04,13.5,91.0,486.61,896,18.9,0.4,24.0
,487.54,928,42.0,0.78,00001000,487.77,928,2.04,13.6,91.0,487.30,960,17.3,0.4,24.0
,488.21,960,42.0,0.78,00001000,488.45,928,2.04,13.5,91.0,487.99,896,17.3,0.0,24.0
,488.93,928,42.0,0.78,00001000,489.16,896,2.04,13.5,91.0,488.70,928,18.5,0.0,24.0
,489.61,960,42.0,0.78,00001000,489.85,928,2.04,13.5,91.0,489.39,896,18.9,0.4,24.0
,490.31,928,42.0,0.78,00001000,490.53,896,2.04,13.6,91.0,490.09,960,18.5,0.4,24.0
,491.01,960,42.0,0.78,00001000,491.23,928,2.04,13.6,91.0,490.77,928,17.3,0.0,24.0
,491.69,928,42.0,0.78,00001000,491.93,896,2.04,13.5,91.0,491.45,928,17.3,0.4,24.0
,492.39,960,42.0,0.78,00001000,492.63,928,2.04,13.5,91.0,492.16,960,17.7,0.0,24.0
,493.10,928,42.0,0.78,00001000,493.32,896,2.04,13.5,91.0,492.87,928,18.9,0.4,24.0
,493.79,960,42.0,0.78,00001000,494.02,960,2.04,13.5,91.0,493.55,896,17.3,0.4,24.0
,494.48,928,42.0,0.78,00001000,494.72,928,2.04,13.6,91.0,494.25,928,18.9,0.4,24.0
,495.20,896,42.0,0.78,00001000,495.42,960,2.04,13.5,91.0,494.96,896,17.3,0.4,24.0
,495.89,928,42.0,0.78,00001000,496.13,928,2.04,13.6,91.0,495.66,928,17.7,0.4,24.0
,496.57,960,42.0,0.79,00001000,496.81,928,2.04,13.5,91.0,496.35,896,16.9,0.4,19.0
,497.29,928,42.0,0.79,00001000,497.51,896,2.04,13.6,91.0,497.05,928,18.5,0.4,24.0
,497.97,960,42.0,0.78,00001000,498.21,960,2.04,13.5,91.0,497.73,896,18.5,0.4,19.0
,498.67,928,42.0,0.79,00001000,498.89,896,2.04,13.4,91.0,498.45,928,18.1,0.4,18.0
,499.36,960,42.0,0.79,00001000,499.60,928,2.04,13.5,91.0,499.13,960,17.3,0.0,22.0
,500.06,928,42.0,0.78,00001000,500.30,896,2.04,13.5,91.0,499.83,928,17.3,0.4,22.0
,500.77,960,42.0,0.78,00001000,501.00,928,2.04,13.6,91.0,500.53,896,17.3,0.0,22.0
,501.47,928,42.0,0.78,00001000,501.71,896,2.04,13.5,91.0,501.23,928,17.3,0.4,22.0
,502.17,960,42.0,0.78,00001000,502.41,928,2.04,13.5,91.0,501.94,896,18.5,0.4,22.0
,502.87,928,42.0,0.78,00001000,503.09,896,2.04,13.5,91.0,502.65,928,18.5,0.4,22.0
,503.57,960,42.0,0.79,00001000,503.79,928,2.04,13.5,91.0,503.33,896,16.9,0.4,22.0
,504.25,928,42.0,0.78,00001000,504.49,896,2.04,13.5,91.0,504.01,928,18.5,0.4,22.0
,504.93,928,42.0,0.79,00001000,505.17,928,2.04,13.6,92.0,504.71,960,17.3,0.4,22.0
,505.63,896,43.0,0.78,00001000,505.86,928,2.04,13.5,92.0,505.41,928,17.3,0.0,19.0
,506.34,928,43.0,0.79,00001000,506.56,928,2.04,13.6,92.0,506.10,928,18.1,0.0,21.0
,507.04,896,43.0,0.78,00001000,507.26,960,2.04,13.6,92.0,506.80,928,18.5,0.4,19.0
,507.72,928,43.0,0.79,00001000,507.96,928,2.04,13.5,92.0,507.48,928,16.9,0.4,19.0
,508.42,896,43.0,0.79,00001000,508.66,960,2.04,13.6,92.0,508.19,928,17.7,0.4,24.0
,509.14,928,43.0,0.78,00001000,509.36,928,2.04,13.6,92.0,508.89,960,18.5,0.4,19.0
,509.83,896,43.0,0.79,00001000,510.07,960,2.04,13.6,92.0,509.59,896,16.9,0.4,21.0
,510.53,928,43.0,0.78,00001000,510.77,928,2.04,13.4,92.0,510.30,960,18.5,0.0,24.0
,511.24,928,43.0,0.78,00001000,511.47,896,2.04,13.5,92.0,511.00,928,18.9,0.0,24.0
,511.94,960,43.0,0.78,00001000,512.17,928,2.04,13.6,92.0,511.70,960,16.9,0.0,19.0
,512.63,896,43.0,0.79,00001000,512.87,896,2.04,13.5,92.0,512.39,928,17.3,0.0,22.0
,513.34,960,43.0,0.79,00001000,513.58,928,2.04,13.6,92.0,513.11,960,17.3,0.0,22.0
,514.04,928,43.0,0.79,00001000,514.29,896,2.04,13.5,92.0,513.82,928,18.5,0.4,22.0
,514.75,960,43.0,0.79,00001000,514.98,928,2.04,13.5,92.0,514.52,896,18.5,0.0,22.0
,515.45,928,43.0,0.79,00001000,515.67,896,2.04,13.5,92.0,515.22,928,18.5,0.0,22.0
,516.15,960,43.0,0.79,00001000,516.38,960,2.04,13.6,92.0,515.91,960,17.3,0.0,22.0
,516.85,928,43.0,0.79,00001000,517.08,928,2.04,13.5,92.0,516.61,928,17.3,0.4,22.0
,517.54,960,43.0,0.79,00001000,517.76,928,2.04,13.4,92.0,517.32,896,18.5,0.4,22.0
,518.24,928,43.0,0.79,00001000,518.47,896,2.04,13.5,92.0,518.00,928,17.3,0.0,22.0
,518.94,960,43.0,0.79,00001000,519.18,960,2.04,13.6,92.0,518.70,896,17.3,0.4,22.0
